Name,Team,Pos,Wk,Opp,Year,Status,TeamScore,OppScore,PassYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgs,ReceivingYds,ReceivingTD,FL
Adam Gotsis,JAX,DE,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Budda Baker,ARI,FS,2,WAS,2020,O,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Jackson,TEN,CB,2,JAX,2020,Q,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Apke,WAS,FS,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Hill,ATL,RB,2,DAL,2020,0,39,40,0,0,0,0,0,3,14,0,2,2,11,0,0
Ty Montgomery,NO,RB,2,LV,2020,IR,24,34,0,0,0,0,0,0,0,0,2,3,25,0,0
Justin Houston,IND,DE,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Jones,ATL,WR,2,DAL,2020,Q,39,40,0,0,0,0,0,0,0,0,2,4,24,0,0
Tim Patrick,DEN,WR,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,2,5,24,0,0
Chase Edmonds,ARI,RB,2,WAS,2020,0,30,15,0,0,0,0,0,3,4,0,3,4,9,0,1
Dante Fowler Jr.,ATL,OLB,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Ogbah,MIA,DE,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Hooper,CLE,TE,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,2,4,22,0,0
Adrian Peterson,DET,RB,2,GB,2020,0,21,42,0,0,0,0,0,7,41,0,0,0,0,0,0
Jeremy Chinn,CAR,S,2,TB,2020,0,17,31,0,0,0,0,0,1,1,0,0,0,0,0,0
Foster Moreau,LV,TE,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,1,1,31,0,0
Danny Amendola,DET,WR,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,2,7,21,0,0
Brandon Aiyuk,SF,WR,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,2,3,21,0,0
Cameron Jordan,NO,DE,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Taron Johnson,BUF,CB,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Josey Jewell,DEN,ILB,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Boston,CAR,FS,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaire Alexander,GB,CB,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Rapp,LAR,SS,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Epps,PHI,FS,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahkello Witherspoon,SF,CB,2,NYJ,2020,O,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Jones,SF,DT,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
DeMarcus Lawrence,DAL,DE,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Shelton,DET,DT,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl Worley,DAL,CB,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadrin Senat,ATL,DT,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Blackmon,IND,S,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Roach,NO,DE,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Hughes,BUF,DE,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Guy,NE,DE,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Lano Hill,SEA,SS,2,NE,2020,O,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Takkarist McKinley,ATL,DE,2,DAL,2020,O,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Tuioti-Mariner,ATL,DE,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Joseph,TEN,CB,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Chubb,DEN,OLB,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Tillery,LAC,DT,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Wilkins,IND,RB,2,MIN,2020,0,28,11,0,0,0,0,0,9,40,0,0,0,0,0,0
Alec Ogletree,NYJ,ILB,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Jadeveon Clowney,TEN,DE,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Ioannidis,WAS,DT,2,ARI,2020,IR,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaquil Barrett,TB,OLB,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodrow Hamilton,CAR,NT,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Averett,BAL,CB,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Jones,JAX,FS,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Browns,CLE,DST,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Minnesota Vikings,MIN,DST,2,IND,2020,0,11,28,0,0,1,0,0,0,0,0,0,0,0,0,0
New York Jets,NYJ,DST,2,SF,2020,0,13,31,0,0,1,0,0,0,0,0,0,0,0,0,0
Washington Football Team,WAS,DST,2,ARI,2020,0,15,30,0,0,1,0,0,0,0,0,0,0,0,0,0
Houston Texans,HOU,DST,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans Saints,NO,DST,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Andrews,BAL,TE,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,1,3,29,0,0
Ryan Izzo,NE,TE,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,2,2,19,0,0
Zack Moss,BUF,RB,2,MIA,2020,O,31,28,0,0,0,0,0,8,37,0,0,0,0,0,0
Tarik Cohen,CHI,RB,2,NYG,2020,IR,17,13,0,0,0,0,0,5,12,0,1,1,15,0,0
Javon Wims,CHI,WR,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,2,2,17,0,0
Kalen Ballage,NYJ,RB,2,SF,2020,0,13,31,0,0,0,0,0,1,5,0,2,2,12,0,0
Dontrelle Inman,WAS,WR,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,2,5,17,0,0
Derek Rivers,NE,DE,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Stills,HOU,WR,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,2,3,16,0,0
Kyle Phillips,NYJ,DE,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephon Tuitt,PIT,DE,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldon Smith,DAL,DE,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
John Franklin-Myers,NYJ,DE,2,SF,2020,P,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Hughes,MIN,CB,2,IND,2020,O,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasir Adderley,LAC,FS,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice Hurst,LV,DT,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome Baker,MIA,LB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin King,GB,CB,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Nassib,LV,DE,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Means,ATL,DE,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Sweat,PHI,DE,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodney McLeod,PHI,FS,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Jackson,PHI,DT,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Moseley,SF,CB,2,NYJ,2020,O,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Linval Joseph,LAC,NT,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
DaQuan Jones,TEN,NT,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,BAL,NT,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Allen,WAS,DT,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Murphy-Bunting,TB,CB,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisi Johnson,MIN,WR,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,1,3,24,0,0
Mike Williams,LAC,WR,2,KC,2020,O,20,23,0,0,0,0,0,0,0,0,2,4,14,0,0
Breshad Perriman,NYJ,WR,2,SF,2020,O,13,31,0,0,0,0,0,0,0,0,2,2,12,0,0
Scotty Miller,TB,WR,2,CAR,2020,P,31,17,0,0,0,0,0,1,1,0,2,3,11,0,0
Jabrill Peppers,NYG,SS,2,CHI,2020,O,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Irvin,SEA,OLB,2,NE,2020,IR,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Smith,BAL,CB,2,HOU,2020,P,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Phillips,BUF,DT,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephon Gilmore,NE,CB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarell Basham,NYJ,OLB,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinton Jefferson,BUF,DT,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Reed,DEN,OLB,2,PIT,2020,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Dunn,HOU,DE,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Redmond,GB,FS,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Amani Oruwariye,DET,CB,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifeadi Odenigbo,MIN,DE,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
K.J. Wright,SEA,OLB,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Darby,WAS,CB,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Prater,DET,K,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Shamar Stephen,MIN,DT,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Ja'Whaun Bentley,NE,LB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
L.J. Collier,SEA,DE,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxx Crosby,LV,DE,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Darnell Savage,GB,SS,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Strong,DET,DT,2,GB,2020,0,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Trayvon Mullen,LV,CB,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Wilkins,MIA,DE,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason McCourty,NE,CB,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Joseph-Day,LAR,NT,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Mackensie Alexander,CIN,CB,2,CLE,2020,O,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
K'Von Wallace,PHI,S,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Anzalone,NO,ILB,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Bailey,MIN,K,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaquill Griffin,SEA,CB,2,NE,2020,P,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Hopkins,WAS,K,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Bless Austin,NYJ,CB,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve McLendon,NYJ,NT,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Allen,ARI,DE,2,WAS,2020,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn Elder,CAR,CB,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonnie Johnson Jr.,HOU,CB,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Amani Hooker,TEN,FS,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Falcons,ATL,DST,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolina Panthers,CAR,DST,2,TB,2020,0,17,31,0,0,1,0,0,0,0,0,0,0,0,0,0
Seattle Seahawks,SEA,DST,2,NE,2020,0,35,30,0,0,1,0,0,0,0,0,0,0,0,0,0
Trent Taylor,SF,WR,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,2,3,10,0,0
Nelson Agholor,LV,WR,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,1,1,19,0,0
Devin Duvernay,BAL,WR,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,1,1,19,0,0
Saquon Barkley,NYG,RB,2,CHI,2020,IR,13,17,0,0,0,0,0,4,28,0,0,0,0,0,0
Jimmy Graham,CHI,TE,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,1,1,18,0,0
Emmanuel Sanders,NO,WR,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,1,3,18,0,0
Adam Trautman,NO,TE,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,1,1,17,0,0
Dawson Knox,BUF,TE,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,1,3,36,0,1
Josh Hill,NO,TE,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,1,2,16,0,0
Alexander Mattison,MIN,RB,2,IND,2020,0,11,28,0,0,0,0,0,3,13,0,1,2,3,0,0
Kyle Juszczyk,SF,FB,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,2,2,6,0,0
Avery Williamson,NYJ,ILB,2,SF,2020,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Williams,NYG,DE,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Rowe,MIA,SS,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashad Fenton,KC,CB,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Trysten Hill,DAL,DT,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Littleton,LV,ILB,2,NO,2020,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavien Howard,MIA,CB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby McCain,MIA,CB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamu Grugier-Hill,MIA,OLB,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaq Lawson,MIA,DE,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilal Nichols,CHI,NT,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Nelson,PIT,CB,2,DEN,2020,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassius Marsh,JAX,DE,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Covington,CIN,DE,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcom Brown,NO,DT,2,LV,2020,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Nickell Robey-Coleman,PHI,CB,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Tedric Thompson,KC,FS,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Byard,TEN,FS,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Thornhill,KC,FS,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarran Reed,SEA,DT,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Okereke,IND,ILB,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Wolfe,BAL,DE,2,HOU,2020,O,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Hayward Jr.,LAC,CB,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Allen,JAX,DE,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Moreau,WAS,CB,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Hargreaves III,HOU,CB,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffery Simmons,TEN,DE,2,JAX,2020,0,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Bryant,CLE,TE,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,1,2,14,0,0
Alex Armah,CAR,FB,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,1,1,14,0,0
Cole Kmet,CHI,TE,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,1,1,12,0,0
Darrel Williams,KC,RB,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,1,1,12,0,0
Travis Homer,SEA,RB,2,NE,2020,0,35,30,0,0,0,0,0,3,21,0,0,0,0,0,0
Darwin Thompson,KC,RB,2,LAC,2020,0,23,20,0,0,0,0,0,4,21,0,0,1,0,0,0
Nick Boyle,BAL,TE,2,HOU,2020,0,33,16,0,0,0,0,0,0,0,0,1,1,11,0,0
Sammy Watkins,KC,WR,2,LAC,2020,0,23,20,0,0,0,0,0,0,0,0,1,3,11,0,0
O.J. Howard,TB,TE,2,CAR,2020,O,31,17,0,0,0,0,0,0,0,0,1,3,11,0,0
Tyrone Crawford,DAL,DT,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Dunlap,CIN,DE,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Raven Greene,GB,FS,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarvarius Moore,SF,FS,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshane Ximines,NYG,OLB,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsley Keke,GB,DE,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Barnett,PHI,DE,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Darryl Roberts,DET,CB,2,GB,2020,P,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Ito Smith,ATL,RB,2,DAL,2020,0,39,40,0,0,0,0,0,5,20,0,0,0,0,0,0
Isaac Rochell,LAC,DE,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Krys Barnes,GB,LB,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Chidobe Awuzie,DAL,CB,2,ATL,2020,IR,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
LaRoy Reynolds,ATL,OLB,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Tashaun Gipson Sr.,CHI,SS,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Allen,ATL,FS,2,DAL,2020,O,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Murphy,BUF,DE,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Hassan Ridgeway,PHI,DT,2,LAR,2020,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie Harrison Jr.,CLE,SS,2,CIN,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
James Vaughters,CHI,OLB,2,NYG,2020,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Yiadom,NYG,CB,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorance Armstrong,DAL,DE,2,ATL,2020,0,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Wilson,NYJ,CB,2,SF,2020,O,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Poona Ford,SEA,DT,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Benson Mayowa,SEA,DE,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Hubbard,CIN,DE,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Phillips,CIN,CB,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Amani Bledsoe,CIN,DE,2,CLE,2020,0,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Brockers,LAR,DT,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayshawn Jenkins,LAC,FS,2,KC,2020,P,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Grover Stewart,IND,NT,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Armon Watts,MIN,NT,2,IND,2020,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Royce Freeman,DEN,RB,2,PIT,2020,0,21,26,0,0,0,0,0,3,20,0,0,0,0,0,0
Uchenna Nwosu,LAC,OLB,2,KC,2020,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremiah Attaochu,DEN,OLB,2,PIT,2020,O,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogbonnia Okoronkwo,LAR,OLB,2,PHI,2020,0,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Taven Bryan,JAX,DT,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Givens,SF,DT,2,NYJ,2020,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
K'Waun Williams,SF,CB,2,NYJ,2020,P,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Hooker,IND,FS,2,MIN,2020,IR,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun Dion Hamilton,WAS,ILB,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Stallworth,IND,NT,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Dre Kirkpatrick,ARI,CB,2,WAS,2020,P,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Kris Boyd,MIN,CB,2,IND,2020,O,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Martin,HOU,OLB,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Weatherly,CAR,DE,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Vita Vea,TB,NT,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Herndon,JAX,CB,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Gardeck,ARI,ILB,2,WAS,2020,P,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0
P.J. Hall,HOU,DT,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Jacobs,JAX,OLB,2,TEN,2020,IR,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Roby,HOU,CB,2,BAL,2020,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Moore Jr.,HOU,SS,2,BAL,2020,IR,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Nelson,TB,OLB,2,CAR,2020,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamren Curl,WAS,S,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Settle,WAS,NT,2,ARI,2020,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaq Quarterman,JAX,LB,2,TEN,2020,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Buffalo Bills,BUF,DST,2,MIA,2020,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Dolphins,MIA,DST,2,BUF,2020,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Vegas Raiders,LV,DST,2,NO,2020,0,34,24,0,0,1,0,0,0,0,0,0,0,0,0,0
Olamide Zaccheaus,ATL,WR,2,DAL,2020,0,39,40,0,0,0,0,0,0,0,0,1,1,10,0,0
Sony Michel,NE,RB,2,SEA,2020,O,30,35,0,0,0,0,0,7,19,0,0,1,0,0,0
Tony Pollard,DAL,RB,2,ATL,2020,0,40,39,0,0,0,0,0,2,6,0,1,1,3,0,0
Will Dissly,SEA,TE,2,NE,2020,0,35,30,0,0,0,0,0,0,0,0,1,1,9,0,0
Kaden Smith,NYG,TE,2,CHI,2020,0,13,17,0,0,0,0,0,0,0,0,2,3,-1,0,0
Chris Manhertz,CAR,TE,2,TB,2020,0,17,31,0,0,0,0,0,0,0,0,1,1,8,0,0
A.J. Dillon,GB,RB,2,DET,2020,0,42,21,0,0,0,0,0,5,17,0,0,0,0,0,0
La'Mical Perine,NYJ,RB,2,SF,2020,0,13,31,0,0,0,0,0,3,17,0,0,0,0,0,0
Jakobi Meyers,NE,WR,2,SEA,2020,0,30,35,0,0,0,0,0,0,0,0,1,1,7,0,0
Ashton Dulin,IND,WR,2,MIN,2020,0,28,11,0,0,0,0,0,0,0,0,1,1,6,0,0
Dean Lowry,GB,DE,2,DET,2020,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0
